site_number,store_size,market_share,car_traffic,seconds_to_near_highway,dist_nearest_act_site,Final_urbanicity,Pop_Estimate_CrYr,dist_nearest_grocery,Total_merch_revenue_2022,Median_HH_Income_CrYr,closest_tier1_competitor,Fresh_Food_Fast_Program_Indicator,site_number,division_desc,Region_ID,region_desc,Market_ID,site_country_id,site_state_desc,BU_simplified_name,Eastern_Canada_Breakdown
2741185,2950,0.1875,253170,334,1.087047302,Urban,228930.1388131968,0.913136954,1509014.69,81071.36460116197,1.1373337863799073,TRUE,2741185,1800 - Rocky Mountain Division,1840,1840 - RM Region - Lali Dhillon,1846,US,Colorado,ROCKY MOUNTAINS,Other
2741186,3600,0.096774194,168546,481,1.30086793,Suburban,87016.23510196422,0.84832352,2952266.258,73579.15004180133,2.435998063875636,TRUE,2741186,1800 - Rocky Mountain Division,1840,1840 - RM Region - Lali Dhillon,1847,US,Colorado,ROCKY MOUNTAINS,Other
2741188,1650,0.15625,84470,178,2.241095407,Urban,172802.03907604987,1.795695555,1194437.455,81563.12709077902,3.195072183125187,TRUE,2741188,1800 - Rocky Mountain Division,1880,1880 - RM Region - Craig Holmes,1882,US,Colorado,ROCKY MOUNTAINS,Other
2741189,2900,0.17777777777777778,711230,127,3.262318189,Rural,205575.72347506598,1.463086688,2253677.591,110402.49388967629,3.9960419029648055,TRUE,2741189,1800 - Rocky Mountain Division,1880,1880 - RM Region - Craig Holmes,1885,US,Colorado,ROCKY MOUNTAINS,Other
2741190,1800,0.14772727272727273,438843,139,1.165068243,Urban,229461.55241219484,0.975680114,1329345.726,76645.81082873722,1.0000465585926446,TRUE,2741190,1800 - Rocky Mountain Division,1880,1880 - RM Region - Craig Holmes,1886,US,Colorado,ROCKY MOUNTAINS,Other
2741192,4683,0.028846153846153848,223403,179,1.261322089,Urban,228548.12580409105,0.166912789,2403787.287,58640.913413724134,1.1573292078468995,TRUE,2741192,2800 - Texas Division,2810,2810 - TX Region - Craig Stricker,2814,US,Texas,TEXAS,Other
2741194,4443,0.10638297872340426,212971,4,2.004517758,Suburban,140499.10908629026,1.196864607,4278268.397,118359.06210944749,2.2113712899504003,TRUE,2741194,2800 - Texas Division,2810,2810 - TX Region - Craig Stricker,2815,US,Texas,TEXAS,Other
2741198,3550,0.080645161,289146,0,2.458970067,Urban,177660.47392867217,0.18425415,1339815.766,102899.62078510705,2.511260798756929,TRUE,2741198,2800 - Texas Division,2810,2810 - TX Region - Craig Stricker,2816,US,Texas,TEXAS,Other
2741199,3550,0.021739130434782608,1329357,40,3.221460833,Urban,332519.11424489977,1.197564338,1909530.926,68740.13037,0.894095541,TRUE,2741199,2800 - Texas Division,2810,2810 - TX Region - Craig Stricker,2816,US,Texas,TEXAS,Other
2741202,5900,0.073170732,382014,3,3.094384728,Rural,77719.25566178141,3.077968283,2169822.208,105470.3919396871,0.1546008277998051,TRUE,2741202,2800 - Texas Division,2810,2810 - TX Region - Craig Stricker,2818,US,Texas,TEXAS,Other
2741206,1540,0.027777777777777776,289794,2,13.10113335,Suburban,61258.71682742837,0.640100242,1793677.914,76447.85912789758,0.15534106794735844,TRUE,2741206,2800 - Texas Division,2810,2810 - TX Region - Craig Stricker,2812,US,Texas,TEXAS,Other
2741209,1352,0.033333333,125093,296,9.009321445,Suburban,59033.00831135097,0.9355348,1792582.478,67677.57772,0.3630200158419804,FALSE,2741209,2800 - Texas Division,2810,2810 - TX Region - Craig Stricker,2812,US,Texas,TEXAS,Other
2741211,4477,0.1,120389,191,2.004517758,Suburban,190375.41153885736,1.391680328,3009252.936,118772.80037252701,2.7401898640524784,TRUE,2741211,2800 - Texas Division,2810,2810 - TX Region - Craig Stricker,2815,US,Texas,TEXAS,Other
2741212,1296,0.20253164556962025,383447,0,1.010712241,Suburban,234372.2817284156,0.371025093,1128563.013,48408.67213,0.2047612178449957,TRUE,2741212,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1873,US,New Mexico,ROCKY MOUNTAINS,Other
2741213,1650,0.23728813559322035,230380,253,1.398680541,Suburban,204159.70148605062,1.157506938,903593.7902,46193.37308902035,1.1999263525129478,TRUE,2741213,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1872,US,New Mexico,ROCKY MOUNTAINS,Other
2741214,1304,0.20652173913043478,546319,100,1.048116537,Urban,213987.08511545035,0.265593543,1216901.241,48158.346747453106,0.081509716,TRUE,2741214,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1875,US,New Mexico,ROCKY MOUNTAINS,Other
2741217,5772,0.066666667,247918,2,7.116492445,Suburban,34237.98067922632,1.464496328,2304475.042,70217.00571777695,0.090644605,TRUE,2741217,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1876,US,New Mexico,ROCKY MOUNTAINS,Other
2741220,2700,0.2,327211,259,2.073266272,Urban,110120.20894437472,1.673347871,2051050.433,65471.626653486535,0.37442370376650874,TRUE,2741220,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1876,US,New Mexico,ROCKY MOUNTAINS,Other
2741223,1200,0.21379310344827587,1916862,49,0.804621842,Urban,293111.0835761519,1.311977721,1253236.643,45679.53316,1.580215878735131,TRUE,2741223,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1877,US,New Mexico,ROCKY MOUNTAINS,Other
2741225,1232,0.19130434782608696,1079240,108,0.83218392,Urban,251317.20663759427,0.928228861,1368111.145,45914.54463096509,0.8649032376157313,TRUE,2741225,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1877,US,New Mexico,ROCKY MOUNTAINS,Other
2741226,750,0.1702127659574468,436813,115,1.524924766,Urban,198810.9482,1.56066647,1957714.032,41469.48609319801,2.411565582483828,TRUE,2741226,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1872,US,New Mexico,ROCKY MOUNTAINS,Other
2741235,1609,0.20238095238095238,435282,70,1.452779499,Urban,163983.98440027898,2.21263765,1368596.009,63518.17493285775,0.084602146,TRUE,2741235,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1877,US,New Mexico,ROCKY MOUNTAINS,Other
2741236,1900,0.2,202640,249,1.822897178,Urban,134017.7347277029,0.179785915,1937807.909,40688.36982580253,1.1048937400856251,TRUE,2741236,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1873,US,New Mexico,ROCKY MOUNTAINS,Other
2741237,1900,0.1917808219178082,343721,445,1.959569575,Urban,147173.9353114329,0.683789347,1463993.648,40676.69575494227,0.535081307,TRUE,2741237,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1872,US,New Mexico,ROCKY MOUNTAINS,Other
2741238,1350,0.125,237018,39,0.080195341,Suburban,19886.85869620264,2.959090002,1269360.131,58534.74527508261,0.34157714434639674,TRUE,2741238,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1873,US,New Mexico,ROCKY MOUNTAINS,Other
2741241,1650,0.24074074074074073,410036,169,0.383035268,Urban,134048.38395837467,0.06288171,927553.1246,69035.88442162867,0.29643350458783313,TRUE,2741241,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1876,US,New Mexico,ROCKY MOUNTAINS,Other
2741243,5552,0.20754716981132076,307839,55,1.398128697,Suburban,175231.40313547084,0.173639202,3918141.816,50782.365281880455,1.1847052129482458,TRUE,2741243,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1873,US,New Mexico,ROCKY MOUNTAINS,Other
2741244,1704,0.22727272727272727,385927,295,0.516035878,Urban,228702.53037487096,0.635801602,1038551.071484375,55962.78764170302,0.45826237597191327,TRUE,2741244,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1878,US,New Mexico,ROCKY MOUNTAINS,Other
2741245,1704,0.2127659574468085,672678,251,0.703289123,Urban,231563.77504032975,1.001032547,1002978.612890625,50081.60031879324,0.6766780349859162,TRUE,2741245,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1877,US,New Mexico,ROCKY MOUNTAINS,Other
2741246,1700,0.18461538461538463,472267,55,1.216133282,Urban,196477.46378138862,1.844632176,1580410.539,51329.95233,1.323574305217964,TRUE,2741246,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1876,US,New Mexico,ROCKY MOUNTAINS,Other
2741247,2200,0.1111111111111111,135509,438,10.68914788,Rural,18377.207979633098,0.803829187,2271948.194,42471.06995352114,1.933760822262029,TRUE,2741247,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1873,US,New Mexico,ROCKY MOUNTAINS,Other
2741251,5650,0.20588235294117646,314182,343,2.073266272,Urban,118667.56624353681,1.352227509,3713282.069,69004.8433,1.9190953347770079,TRUE,2741251,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1876,US,New Mexico,ROCKY MOUNTAINS,Other
2741252,4487,0.17647058823529413,536694,57,1.822897178,Suburban,124181.3930734792,0.578905415,2408552.792,40058.09337029762,0.7229313826795476,TRUE,2741252,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1873,US,New Mexico,ROCKY MOUNTAINS,Other
2741253,5472,0.3055555555555556,517560,6,0.804097448,Urban,220640.7025334233,0.9426521,4476775.078,55899.428397007316,12.401504836396947,TRUE,2741253,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1834,US,Texas,ROCKY MOUNTAINS,Other
2741255,1800,0.27586206896551724,579737,1,1.042783147,Urban,240878.57132294384,0.362796629,1551326.832,54946.13545957934,4.152224680836372,TRUE,2741255,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1839,US,Texas,ROCKY MOUNTAINS,Other
2741256,1057,0.2736842105263158,829133,14,0.947055038,Suburban,203606.1651403095,0.698872801,1089032.958,39548.131765802114,2.3132553808750482,TRUE,2741256,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1834,US,Texas,ROCKY MOUNTAINS,Other
2741257,2004,0.27184466019417475,627294,18,1.229726258,Urban,262484.60939127044,1.319110465,1825143.436,48266.61529229004,3.698086167981348,TRUE,2741257,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1831,US,Texas,ROCKY MOUNTAINS,Other
2741259,2358,0.26,1001621,48,1.264951154,Urban,119028.12857073691,1.401281172,2211332.598,32656.693996337995,12.401504836396947,TRUE,2741259,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1835,US,Texas,ROCKY MOUNTAINS,Other
2741261,2271,0.3783783783783784,871189,4,1.157768481,Urban,138146.33545326145,0.444213834,2201495.18,63222.16024448641,12.401504836396947,TRUE,2741261,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1836,US,Texas,ROCKY MOUNTAINS,Other
2741262,5187,0.21951219512195122,478638,0,0.089177753,Urban,127075.4282,1.179037502,2273741.023,44959.03903634386,1.5493090701551768,TRUE,2741262,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1839,US,Texas,ROCKY MOUNTAINS,Other
2741264,5187,0.22,528595,19,0.71698835,Urban,150429.74881110986,0.67272695,3049140.117,43088.36719652857,1.762312134194427,TRUE,2741264,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1836,US,Texas,ROCKY MOUNTAINS,Other
2741269,960,0.2361111111111111,1362197,37,1.459962605,Urban,174521.13826124708,0.686105656,993136.5703,34609.28466866459,12.401504836396947,TRUE,2741269,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1835,US,Texas,ROCKY MOUNTAINS,Other
2741271,2280,0.2911392405063291,330775,228,0.770539365,Urban,176797.41191578386,0.421274455,1212540.51,42152.71734172362,2.7075510694461657,TRUE,2741271,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1832,US,Texas,ROCKY MOUNTAINS,Other
2741272,1540,0.16666666666666666,220573,212,0.580705789,Suburban,117590.42923691634,0.10136602,1455669.865,44471.00586,12.401504836396947,TRUE,2741272,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1831,US,Texas,ROCKY MOUNTAINS,Other
2741274,1700,0.34375,720472,79,0.539162857,Suburban,124111.9422,0.753503868,1733331.334,68094.18742077959,12.401504836396947,TRUE,2741274,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1837,US,Texas,ROCKY MOUNTAINS,Other
2741275,2200,0.2222222222222222,58954,858,2.657147274,Suburban,59427.82626672372,2.643462775,2157655.877,38126.59918018406,12.401504836396947,TRUE,2741275,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1831,US,Texas,ROCKY MOUNTAINS,Other
2741285,749,0.090909091,117938,395,1.550030296,Suburban,28797.922294646232,0.28495361,1547823.013,43325.81364375159,1.3046437812812444,TRUE,2741285,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1878,US,New Mexico,ROCKY MOUNTAINS,Other
2741286,1580,0.2222222222222222,27589,431,2.955149279,Suburban,17069.64186533536,48.38873605,972814.1766,30461.774718735993,12.401504836396947,TRUE,2741286,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1833,US,New Mexico,ROCKY MOUNTAINS,Other
2741289,4683,0.2,219250,142,0.936384856,Urban,101586.19978246957,0.829533001,3157070.238,42435.14481841259,0.5935276306051258,TRUE,2741289,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1837,US,New Mexico,ROCKY MOUNTAINS,Other
2741291,1250,0.17391304347826086,299155,225,0.936384856,Urban,88316.43029798531,0.081516741,816007.8508,39410.18858823779,0.9471301264935398,TRUE,2741291,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1838,US,New Mexico,ROCKY MOUNTAINS,Other
2741292,570,0.2222222222222222,101234,35,2.955149279,Rural,15838.775329582682,45.5221839,647194.0379,30043.150507200997,12.401504836396947,FALSE,2741292,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1833,US,New Mexico,ROCKY MOUNTAINS,Other
2741293,936,0.16666666666666666,71926,20,55.31577684,Rural,2543.8273193811815,39.233205,931135.109,36164.117933504276,12.401504836396947,TRUE,2741293,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1833,US,New Mexico,ROCKY MOUNTAINS,Other
2741296,896,0.086956522,223069,145,1.550030296,Suburban,34214.883304120434,1.195353644,1329800.725,44543.79636,0.3033721989256748,TRUE,2741296,1800 - Rocky Mountain Division,1870,1870 - RM Region - Robert Stroup,1878,US,New Mexico,ROCKY MOUNTAINS,Other
2741299,4022,0.2641509433962264,590338,10,1.574574269,Urban,261031.4689,2.23410794,2233713.631,51276.17403890466,5.342275795521301,TRUE,2741299,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1831,US,Texas,ROCKY MOUNTAINS,Other
2741300,1656,0.06993007,423600,93,1.195954182,Urban,278839.5442285155,1.396450272,1260949.633203125,67421.64797802629,0.048522211,FALSE,2741300,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2822,US,Texas,TEXAS,Other
2741302,1656,0.11538461538461539,191814,258,1.453643647,Urban,201991.09672283288,1.104707001,991873.0492,88769.74295,1.5256393903985521,FALSE,2741302,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2823,US,Texas,TEXAS,Other
2741303,1700,0.10638297872340426,318346,477,1.360783139,Urban,222195.73929523156,0.866286495,1326022.997,78635.09245,0.054318308678968946,FALSE,2741303,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2823,US,Texas,TEXAS,Other
2741307,1600,0.099009901,733834,76,1.475640616,Urban,245374.27365074144,0.250827708,759403.7844,90779.42017656824,0.063280638,FALSE,2741307,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2823,US,Texas,TEXAS,Other
2741308,1600,0.08,914671,13,0.535969927,Urban,297298.4668033765,0.109626922,1567604.778,82831.62278180264,0.7476753640290545,FALSE,2741308,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2827,US,Texas,TEXAS,Other
2741311,1600,0.10909090909090909,379653,83,1.184088578,Suburban,135152.35187280466,0.635538896,1223017.703,102241.20817802963,0.6123443255436302,FALSE,2741311,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2824,US,Texas,TEXAS,Other
2741314,1650,0.065217391,414958,21,1.257264504,Suburban,95897.75544060551,1.134652649,1424046.402,84758.69781137572,1.2428577508853889,FALSE,2741314,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2826,US,Texas,TEXAS,Other
2741318,4683,0.16666666666666666,166243,9,3.972611845,Rural,30794.101574913086,5.003270301,3481902.894,128630.57317396282,0.1548235234903795,TRUE,2741318,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2824,US,Texas,TEXAS,Other
2741319,2475,0.0625,217959,172,1.898079245,Urban,212792.1776679823,0.505442017,1294567.97,68766.45463,1.0964521965556475,FALSE,2741319,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2822,US,Texas,TEXAS,Other
2741323,4683,0.11320754716981132,183869,0,1.041716709,Rural,70049.31320183793,1.366796495,2987958.648,34688.13571791733,1.2107850899594155,TRUE,2741323,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2828,US,Texas,TEXAS,Other
2741325,7707,0.064935065,312399,7,4.789551786,Rural,71177.36794782549,2.74373558,3797681.634,65107.11758719626,2.0944513500114557,TRUE,2741325,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2826,US,Texas,TEXAS,Other
2741328,4834,0.075949367,341327,29,3.772305287,Suburban,103867.71100183649,1.4885818,2394203.911,52584.69682895457,4.792600793583266,TRUE,2741328,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2828,US,Texas,TEXAS,Other
2741333,3500,0.030769231,316139,4,7.355705312,Rural,86527.59748,2.843221656,1623680.903,58616.03567147926,4.431810260175609,TRUE,2741333,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2826,US,Texas,TEXAS,Other
2741334,2004,0.13333333333333333,399926,33,2.323156692,Suburban,58993.67436298214,3.558675093,1504068.734,34375.12442007105,2.708969817,TRUE,2741334,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2828,US,Texas,TEXAS,Other
2741335,2475,0.084337349,193149,30,3.78140641,Urban,96001.10855269819,0.787811456,1628979.026171875,47828.282700505704,5.714247902463808,TRUE,2741335,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2828,US,Texas,TEXAS,Other
2741338,3560,0.051020408,429729,5,3.209318706,Rural,98957.46516,1.807748652,2162141.513,56404.843360868064,1.270535836729551,TRUE,2741338,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2826,US,Texas,TEXAS,Other
2741340,2475,0.051282051,193916,209,1.929711665,Urban,69083.02343280848,0.933897546,1147541.156,51468.80187671792,2.787866231251665,TRUE,2741340,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2826,US,Texas,TEXAS,Other
2741341,2000,0.041237113402061855,432459,74,1.929711665,Suburban,81037.31590266863,1.011897892,1250130.705,53748.19135737908,2.000190962564701,TRUE,2741341,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2826,US,Texas,TEXAS,Other
2741350,2533,0.41935483870967744,951594,100,1.018366445,Urban,110946.7925781582,0.259620335,1826741.672,53664.55812820029,12.401504836396947,TRUE,2741350,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1836,US,Texas,ROCKY MOUNTAINS,Other
2741356,3090,0.29347826086956524,703496,138,0.853078456,Urban,191875.90708916882,0.694244267,1454790.217,46155.887981391425,0.6925792805209668,TRUE,2741356,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1839,US,Texas,ROCKY MOUNTAINS,Other
2741359,3090,0.38235294117647056,944953,34,1.647110363,Urban,106061.50112835896,1.10410392,1765024.022,40958.36582636042,12.401504836396947,TRUE,2741359,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1836,US,Texas,ROCKY MOUNTAINS,Other
2741362,3090,0.25301204819277107,891989,60,0.740334469,Suburban,192626.54212052847,0.62724118,1694905.688,38356.074759881034,3.5124631151115357,TRUE,2741362,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1833,US,Texas,ROCKY MOUNTAINS,Other
2741365,2760,0.2682926829268293,928539,1,1.264951154,Urban,100568.11484976855,2.18068437,2250204.842,31185.879398377627,12.401504836396947,TRUE,2741365,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1833,US,Texas,ROCKY MOUNTAINS,Other
2741373,3090,0.21621621621621623,235839,13,0.944308368,Urban,115518.55039294345,0.111406288,1373821.265,46125.03512215905,2.748812137624151,TRUE,2741373,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1839,US,Texas,ROCKY MOUNTAINS,Other
2741374,2600,0.26605504587155965,894570,0,0.516289348,Urban,235042.8343332828,0.261212881,1654099.277,44711.566232561185,1.0057471909745639,TRUE,2741374,1800 - Rocky Mountain Division,1830,1830 - RM Region - Victor Salas,1832,US,Texas,ROCKY MOUNTAINS,Other
2741376,2475,0.10891089108910891,740500,9,3.333182949,Urban,118814.47678850568,2.001942451,1086108.691,39541.27682660056,3.604678292,TRUE,2741376,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2828,US,Texas,TEXAS,Other
2741377,4683,0.056074766355140186,399375,16,0.543437036,Rural,131398.84538614043,1.318171892,2916152.617,48762.62696464098,1.4733608417544104,TRUE,2741377,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2828,US,Texas,TEXAS,Other
2741378,1479,0.058823529411764705,388585,14,0.543437036,Urban,111857.06730885447,1.035658672,1478877.187,50793.89031005299,0.9799617634608471,TRUE,2741378,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2828,US,Texas,TEXAS,Other
2741379,4200,0.1016949152542373,652527,5,0.402701344,Suburban,85339.76445035957,1.177293596,1843280.07,35660.57163104928,0.3641511341203039,TRUE,2741379,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2828,US,Texas,TEXAS,Other
2741395,3600,0.076086957,216538,129,1.89344957,Urban,106283.72811822094,0.637567488,3047274.755,45036.32271958722,2.398572937544438,TRUE,2741395,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2828,US,Texas,TEXAS,Other
2741396,1650,0.055214724,1101306,92,2.038223501,Urban,325936.20562192576,0.12377468,1347548.473,74522.53537968746,0.21575312992319437,FALSE,2741396,2800 - Texas Division,2820,2820 - TX Region - Karen Santiago,2827,US,Texas,TEXAS,Other
2741400,3819,0.047619047619047616,94181,266,8.119546339,Rural,21816.741910778663,1.155351064,2036043.28,56955.275193598325,0.618020024,TRUE,2741400,2800 - Texas Division,2830,2830 - TX Region - Charles  Braxton,2832,US,Texas,TEXAS,Other
2741403,2200,0.033898305,219099,13,4.66952036,Rural,89445.65025965328,1.963789966,931408.866,68646.49111,0.041188114,TRUE,2741403,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2845,US,Texas,TEXAS,Other
2741404,2200,0.12698412698412698,319942,8,0.906824814,Urban,105710.59176328342,0.389612748,1412509.413,86260.98760575382,1.8800123970136426,FALSE,2741404,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2848,US,Texas,TEXAS,Other
2741405,1600,0.06918239,376203,1,3.29248265,Urban,233014.39217906352,1.595995635,2240287.077,74528.82205024948,1.0140588088910905,FALSE,2741405,2800 - Texas Division,2830,2830 - TX Region - Charles  Braxton,2834,US,Texas,TEXAS,Other
2741406,1650,0.066298343,1451269,6,2.479690941,Suburban,323637.75878593675,2.513173771,1270514.103,68435.95896,0.09988309,FALSE,2741406,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2844,US,Texas,TEXAS,Other
2741409,2200,0.064516129,131553,217,2.675336184,Urban,171337.14251431904,1.036673441,1989276.253,80031.09493736966,1.090233271,TRUE,2741409,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2846,US,Texas,TEXAS,Other
2741411,1650,0.069565217,100646,225,2.486416771,Urban,209781.29945624954,0.121438955,1738945.571,84254.66185,0.28358436684394545,FALSE,2741411,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2844,US,Texas,TEXAS,Other
2741413,1350,0.046979866,331650,12,0.800741145,Urban,223986.4505635082,0.852469339,1184287.877,59647.22652320568,0.041917904,TRUE,2741413,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2847,US,Texas,TEXAS,Other
2741414,1650,0.040322581,105352,127,3.02603921,Urban,253265.72986616526,0.137562307,1025880.1576171875,69501.62870112693,0.38784039776956264,TRUE,2741414,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2845,US,Texas,TEXAS,Other
2741415,1650,0.064516129,109762,494,3.654699796,Suburban,53852.034613202966,1.230378798,1462343.955,72095.32548332699,0.5808953045534702,TRUE,2741415,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2842,US,Texas,TEXAS,Other
2741416,1600,0.082706767,1329226,2,1.388531989,Urban,241246.8032953226,1.036401588,1937014.909,77095.07431961375,1.0914956765120016,FALSE,2741416,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2844,US,Texas,TEXAS,Other
2741419,1650,0.077777778,178031,360,1.182496364,Urban,138835.66202996316,1.129517762,1710417.28,75195.03392489665,1.0569061932194908,TRUE,2741419,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2848,US,Texas,TEXAS,Other
2741420,1600,0.061403509,1202788,56,1.021875835,Urban,241317.6154184045,0.213696944,1569988.557,91110.75270158044,0.23466717595576114,TRUE,2741420,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2849,US,Texas,TEXAS,Other
2741424,4793,0.067567568,25615,366,2.870098549,Suburban,120770.71523446043,0.058709627,1503563.249,111839.47521274503,1.3549286379988743,FALSE,2741424,2800 - Texas Division,2830,2830 - TX Region - Charles  Braxton,2839,US,Texas,TEXAS,Other
2741425,3164,0.06,83926,456,0.89847239,Urban,263348.3107531026,0.311144546,2209574.592,84963.47341914596,1.163920442293769,TRUE,2741425,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2849,US,Texas,TEXAS,Other
2741426,3164,0.05511811,277645,309,2.127210366,Urban,287899.88641023793,1.199102021,2895531.2,78236.89181,1.0548155805859856,TRUE,2741426,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2849,US,Texas,TEXAS,Other
2741427,3431,0.071428571,72372,282,2.378871437,Suburban,222227.99348096683,1.184056661,2279153.339,94003.00995180337,1.3160482208584237,TRUE,2741427,2800 - Texas Division,2830,2830 - TX Region - Charles  Braxton,2834,US,Texas,TEXAS,Other
2741431,3610,0.080645161,274774,204,0.761694913,Suburban,184252.6374231327,0.283758298,1671596.498,94400.83018194303,0.9590618263230505,TRUE,2741431,2800 - Texas Division,2830,2830 - TX Region - Charles  Braxton,2834,US,Texas,TEXAS,Other
2741432,3430,0.069565217,1032390,46,1.211490173,Urban,239722.60722637933,0.56555527,2438422.136,88524.47668307256,0.9372387930222644,TRUE,2741432,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2849,US,Texas,TEXAS,Other
2741433,3610,0.075471698,183216,1135,2.065787587,Urban,94546.16436360302,1.331141724,2056073.625,126726.63804899613,2.658015822,TRUE,2741433,2800 - Texas Division,2830,2830 - TX Region - Charles  Braxton,2839,US,Texas,TEXAS,Other
2741436,5626,0.047244094488188976,251436,463,2.244484735,Urban,288458.17439145606,0.910199836,2642078.428,62165.47665028799,0.4150368581779901,TRUE,2741436,2800 - Texas Division,2840,2840 - TX Region - Tonjalia Green,2845,US,Texas,TEXAS,Other
